player,cricinfo_id,team,season,competition,match_id,custom_match_id,total_impact,total_impact_per_ball,total_bat_impact,bat_impact_per_ball,total_bowl_impact,bowl_impact_per_ball,runs_for,balls_faced,boundaries,dots_against,sixes,non_boundary_balls_faced,non_boundary_runs_gained,wickets_lost,wickets_taken,runs_against,balls_bowled,boundaries_against,dots_bowled,bowl_economy,bowl_average,strike_rate,average,balls_total,boundary_perc_against,boundary_percentage,six_percentage,dots_bowled_percentage,dots_batted_percentage,non_boundary_strike_rate,team_abbr,logo_url,primary_color,comp_logo,headshot_image_url,headshot_primary_image_url,headshot_secondary_image_url,comp_colour_main,comp_colour_secondary
Natasha McLean,474201,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,-3.931,-0.171,-3.931,-0.171,0,0,20,23,1,9,0,22,16,1,0,0,0,0,0,NA,NA,0.87,20,23,NA,0.043,0,NA,0.391,0.727,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320603.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320603.png,https://www.espncricinfo.com/db/PICTURES/CMS/153800/153885.1.jpg,#252F60,#019DD5
Qiana Joseph,769485,Barbados Royals Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,2.004,0.04,-11.436,-0.44,13.439,0.56,19,26,2,14,0,24,11,1,3,16,24,0,11,4,5.333,0.731,19,50,0,0.077,0,0.458,0.538,0.458,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/370900/370952.4.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/370900/370952.4.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/370900/370952.4.jpg,#252F60,#019DD5
Rashada Williams,769427,Barbados Royals Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,-0.182,-0.045,-0.182,-0.045,0,0,4,4,0,0,0,4,4,0,0,0,0,0,0,NA,NA,1,Inf,4,NA,0,0,NA,0,1,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/346200/346252.png,https://www.espncricinfo.com/db/PICTURES/CMS/346200/346252.png,https://www.espncricinfo.com/db/PICTURES/CMS/335600/335648.4.jpg,#252F60,#019DD5
Shabika Gajnabi,1199630,Barbados Royals Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,-5.717,-1.906,-5.717,-1.906,0,0,0,3,0,3,0,3,0,1,0,0,0,0,0,NA,NA,0,0,3,NA,0,0,NA,1,0,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/326500/326550.png,https://www.espncricinfo.com/db/PICTURES/CMS/326500/326550.png,https://www.espncricinfo.com/db/PICTURES/CMS/311900/311991.16.jpg,#252F60,#019DD5
Shabnim Ismail,276997,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,17.889,0.688,-2.543,-1.271,20.432,0.851,2,2,0,1,0,2,2,1,2,11,24,0,16,2.75,5.5,1,2,26,0,0,0,0.667,0.5,1,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320648.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320648.png,https://www.espncricinfo.com/db/PICTURES/CMS/307300/307335.png,#252F60,#019DD5
Shakera Selman,355356,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,0.055,0.055,0.055,0.055,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,NA,NA,1,Inf,1,NA,0,0,NA,0,1,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320604.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320604.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306699.png,#252F60,#019DD5
Shemaine Campbelle,424631,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,-5.837,-1.459,-5.837,-1.459,0,0,0,4,0,4,0,4,0,1,0,0,0,0,0,NA,NA,0,0,4,NA,0,0,NA,1,0,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320608.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320608.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306631.png,#252F60,#019DD5
Sheneta Grimmond,909779,Guyana Amazon Warriors Women,2024,Women's Caribbean Premier League,1443203,WCPL_BAR-W_GAW-W_2024-08-26,5.191,0.185,-4.985,-1.246,10.176,0.424,1,4,0,3,0,4,1,1,1,18,24,3,15,4.5,18,0.25,1,28,0.125,0,0,0.625,0.75,0.25,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321675.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321675.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306630.png,#252F60,#019DD5
Aaliyah Alleyne,661441,Barbados Royals Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,-7.004,-0.242,-5.717,-1.906,-1.287,-0.049,0,3,0,3,0,3,0,1,1,28,26,1,8,6.462,28,0,0,29,0.038,0,0,0.308,1,0,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321671.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321671.png,https://www.espncricinfo.com/db/PICTURES/CMS/306100/306128.png,#252F60,#019DD5
Amanda-Jade Wellington,381305,Barbados Royals Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,4.128,0.129,6.649,0.95,-2.521,-0.101,9,7,1,1,0,7,5,0,0,28,25,3,9,6.72,Inf,1.286,Inf,32,0.12,0.143,0,0.36,0.143,0.714,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/326400/326476.png,https://www.espncricinfo.com/db/PICTURES/CMS/326400/326476.png,https://www.espncricinfo.com/db/PICTURES/CMS/324900/324996.4.jpg,#252F60,#019DD5
Chamari Athapaththu,318853,Barbados Royals Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,13.427,0.153,8.656,0.137,4.772,0.191,70,63,10,25,0,56,30,1,2,24,25,1,8,5.76,12,1.111,70,88,0.04,0.159,0,0.32,0.397,0.536,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320555.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320555.png,https://www.espncricinfo.com/db/PICTURES/CMS/302800/302875.jpg,#252F60,#019DD5
Chedean Nation,355355,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,-3.469,-0.217,-3.469,-0.217,0,0,14,16,2,8,0,14,6,1,0,0,0,0,0,NA,NA,0.875,14,16,NA,0.125,0,NA,0.5,0.429,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320596.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320596.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306616.png,#252F60,#019DD5
Cherry-Ann Fraser,1214080,Barbados Royals Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,0.463,0.066,0,0,0.463,0.066,0,0,0,0,0,0,0,0,0,6,7,0,1,5.143,Inf,NA,NA,7,0,NA,NA,0.143,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321677.png,https://www.espncricinfo.com/db/PICTURES/CMS/321600/321677.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306618.png,#252F60,#019DD5
Deandra Dottin,355349,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,0.51,0.051,0.51,0.051,0,0,12,10,1,6,1,11,6,1,0,0,0,0,0,NA,NA,1.2,12,10,NA,0.1,0.1,NA,0.6,0.545,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320597.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320597.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306622.png,#252F60,#019DD5
Djenaba Joseph,1349230,Barbados Royals Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,-9.502,-0.792,-9.502,-0.792,0,0,8,12,0,3,0,12,8,1,0,0,0,0,0,NA,NA,0.667,8,12,NA,0,0,NA,0.25,0.667,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353927.4.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353927.4.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353927.4.jpg,#252F60,#019DD5
Harshitha Samarawickrama,557839,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,-3.228,-0.646,-3.228,-0.646,0,0,4,5,1,4,0,4,0,1,0,0,0,0,0,NA,NA,0.8,4,5,NA,0.2,0,NA,0.8,0,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322128.png,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322128.png,https://www.espncricinfo.com/db/PICTURES/CMS/300600/300648.1.jpg,#252F60,#019DD5
Hayley Matthews,474308,Barbados Royals Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,3.533,0.131,-2.257,-0.451,5.789,0.263,4,5,0,3,0,5,4,1,2,20,22,2,10,5.455,10,0.8,4,27,0.091,0,0,0.455,0.6,0.8,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320598.png,https://www.espncricinfo.com/db/PICTURES/CMS/320500/320598.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306637.jpg,#252F60,#019DD5
Jemimah Rodrigues,883405,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,6.689,0.106,7.268,0.145,-0.579,-0.045,59,50,4,8,0,47,43,0,0,14,13,2,6,6.462,Inf,1.18,Inf,63,0.154,0.08,0,0.462,0.16,0.915,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/321800/321866.png,https://www.espncricinfo.com/db/PICTURES/CMS/321800/321866.png,https://www.espncricinfo.com/db/PICTURES/CMS/300600/300608.1.jpg,#252F60,#019DD5
Jess Jonassen,374936,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,0.747,0.023,2.257,0.251,-1.51,-0.063,11,9,0,2,0,10,11,1,1,28,24,4,8,7,28,1.222,11,33,0.167,0,0,0.333,0.222,1.1,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320133.png,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320133.png,https://www.espncricinfo.com/db/PICTURES/CMS/150200/150218.1.jpg,#252F60,#019DD5
Kycia Knight,472975,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,-3.931,-0.179,-3.931,-0.179,0,0,17,22,1,9,0,22,13,1,0,0,0,0,0,NA,NA,0.773,17,22,NA,0.045,0,NA,0.409,0.591,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320600.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320600.png,https://www.espncricinfo.com/db/PICTURES/CMS/306600/306644.png,#252F60,#019DD5
Laura Harris,951163,Barbados Royals Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,-3.289,-3.289,-3.289,-3.289,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,NA,NA,0,0,1,NA,0,0,NA,1,0,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/326500/326544.png,https://www.espncricinfo.com/db/PICTURES/CMS/326500/326544.png,https://www.espncricinfo.com/db/PICTURES/CMS/324700/324790.4.jpg,#252F60,#019DD5
Qiana Joseph,769485,Barbados Royals Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,-8.137,-0.271,-3.834,-0.319,-4.303,-0.239,11,12,2,7,0,11,3,1,1,25,18,2,2,8.333,25,0.917,11,30,0.111,0.167,0,0.111,0.583,0.273,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/370900/370952.4.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/370900/370952.4.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/370900/370952.4.jpg,#252F60,#019DD5
Rashada Williams,769427,Barbados Royals Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,-7.567,-0.473,-7.567,-0.473,0,0,12,16,1,8,0,17,8,1,0,0,0,0,0,NA,NA,0.75,12,16,NA,0.062,0,NA,0.5,0.471,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/346200/346252.png,https://www.espncricinfo.com/db/PICTURES/CMS/346200/346252.png,https://www.espncricinfo.com/db/PICTURES/CMS/335600/335648.4.jpg,#252F60,#019DD5
Samara Ramnath,310961,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,9.914,0.413,0,0,9.914,0.413,0,0,0,0,0,0,0,0,2,20,24,2,11,5,10,NA,NA,24,0.083,NA,NA,0.458,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,NA,NA,NA,#252F60,#019DD5
Shamilia Connell,474191,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,4.504,0.167,0,0,4.504,0.167,0,0,0,0,0,0,0,0,2,26,27,1,10,5.778,13,NA,NA,27,0.037,NA,NA,0.37,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320605.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320605.png,https://www.espncricinfo.com/db/PICTURES/CMS/306700/306700.png,#252F60,#019DD5
Shikha Pandey,442145,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,1.61,0.052,-2.376,-0.475,3.986,0.153,5,5,0,1,0,5,5,1,2,29,26,4,12,6.692,14.5,1,5,31,0.154,0,0,0.462,0.2,1,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320631.png,https://www.espncricinfo.com/db/PICTURES/CMS/320600/320631.png,https://www.espncricinfo.com/db/PICTURES/CMS/304500/304564.png,#252F60,#019DD5
Trishan Holder,1325396,Barbados Royals Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,-0.045,-0.045,-0.045,-0.045,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,NA,NA,1,Inf,1,NA,0,0,NA,0,1,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/343000/343077.png,https://www.espncricinfo.com/db/PICTURES/CMS/343000/343077.png,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353925.4.jpg,#252F60,#019DD5
Zaida James,1268281,Trinbago Knight Riders Women,2024,Women's Caribbean Premier League,1443204,WCPL_TKR-W_BAR-W_2024-08-27,0.646,0.046,0.055,0.055,0.59,0.045,0,1,0,0,0,1,0,0,0,13,13,1,4,6,Inf,0,NA,14,0.077,0,0,0.308,0,0,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/5/55/Women%27s_Caribbean_Premier_League_T20_logo.png,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353926.4.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353926.4.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/353900/353926.4.jpg,#252F60,#019DD5
