player,cricinfo_id,team,season,competition,total_impact,total_impact_per_ball,total_bat_impact,bat_impact_per_ball,total_bowl_impact,bowl_impact_per_ball,runs_for,balls_faced,boundaries,dots_against,sixes,non_boundary_balls_faced,non_boundary_runs_gained,wickets_lost,wickets_taken,runs_against,balls_bowled,boundaries_against,dots_bowled,bowl_economy,bowl_average,strike_rate,average,balls_total,boundary_perc_against,boundary_percentage,six_percentage,dots_bowled_percentage,dots_batted_percentage,non_boundary_strike_rate,team_abbr,logo_url,primary_color,comp_logo,comp_colour_main,comp_colour_secondary,headshot_image_url,headshot_primary_image_url,headshot_secondary_image_url
Jordan Cox,1112537,Oval Invincibles (Men),2022,The Hundred Men's Competition,15.33,0.115,15.33,0.115,0,0,191,133,23,28,4,114,91,5,NA,NA,0,NA,NA,NA,NA,1.436,38.2,133,NA,0.173,0.03,NA,0.211,0.798,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325912.png,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325912.png,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325921.4.jpg
Jordan Cox,1112537,Oval Invincibles (Men),2023,The Hundred Men's Competition,20.908,0.182,20.908,0.182,0,0,168,115,24,38,5,93,62,3,NA,NA,0,NA,NA,NA,NA,1.461,56,115,NA,0.209,0.043,NA,0.33,0.667,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325912.png,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325912.png,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325921.4.jpg
Jordan Cox,1112537,Oval Invincibles (Men),2024,The Hundred Men's Competition,1.723,0.144,1.723,0.144,0,0,15,12,2,4,0,10,7,1,NA,NA,0,NA,NA,NA,NA,1.25,15,12,NA,0.167,0,NA,0.333,0.7,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325912.png,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325912.png,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325921.4.jpg
Jordan Thompson,766809,London Spirit (Men),2022,The Hundred Men's Competition,-24.865,-0.116,-19.436,-0.498,-5.429,-0.031,48,39,5,13,2,38,24,7,15,259,175,33,49,1.48,17.267,1.231,6.857,214,0.189,0.128,0.051,0.28,0.333,0.632,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325913.png,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325913.png,https://www.espncricinfo.com/db/PICTURES/CMS/310500/310586.1.jpg
Jordan Thompson,766809,London Spirit (Men),2023,The Hundred Men's Competition,-20.152,-0.237,-12.934,-1.078,-7.218,-0.099,6,12,0,5,0,12,6,3,3,107,73,14,24,1.466,35.667,0.5,2,85,0.192,0,0,0.329,0.417,0.5,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325913.png,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325913.png,https://www.espncricinfo.com/db/PICTURES/CMS/310500/310586.1.jpg
Jordan Thompson,766809,Northern Superchargers (Men),2021,The Hundred Men's Competition,3.024,0.137,3.024,0.137,0,0,36,22,5,9,4,17,8,2,NA,NA,0,NA,NA,NA,NA,1.636,18,22,NA,0.227,0.182,NA,0.409,0.471,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325913.png,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325913.png,https://www.espncricinfo.com/db/PICTURES/CMS/310500/310586.1.jpg
Jordan Thompson,766809,Trent Rockets (Men),2024,The Hundred Men's Competition,-6.868,-0.191,-5.792,-0.965,-1.075,-0.036,4,6,0,2,0,6,4,1,2,40,30,4,10,1.333,20,0.667,4,36,0.133,0,0,0.333,0.333,0.667,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325913.png,https://www.espncricinfo.com/db/PICTURES/CMS/325900/325913.png,https://www.espncricinfo.com/db/PICTURES/CMS/310500/310586.1.jpg
Jos Buttler,308967,Manchester Originals (Men),2021,The Hundred Men's Competition,-12.871,-0.314,-12.871,-0.314,0,0,38,41,5,18,0,37,18,2,NA,NA,0,NA,NA,NA,NA,0.927,19,41,NA,0.122,0,NA,0.439,0.486,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316642.png,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316642.png,https://www.espncricinfo.com/db/PICTURES/CMS/303900/303969.jpg
Jos Buttler,308967,Manchester Originals (Men),2022,The Hundred Men's Competition,23.999,0.179,23.999,0.179,0,0,203,134,25,36,8,115,87,5,NA,NA,0,NA,NA,NA,NA,1.515,40.6,134,NA,0.187,0.06,NA,0.269,0.757,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316642.png,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316642.png,https://www.espncricinfo.com/db/PICTURES/CMS/303900/303969.jpg
Jos Buttler,308967,Manchester Originals (Men),2023,The Hundred Men's Competition,14.571,0.063,14.571,0.063,0,0,329,231,39,67,12,200,149,8,NA,NA,0,NA,NA,NA,NA,1.424,41.125,231,NA,0.169,0.052,NA,0.29,0.745,NA,NA,NA,NA,NA,NA,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316642.png,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316642.png,https://www.espncricinfo.com/db/PICTURES/CMS/303900/303969.jpg
