player,cricinfo_id,team,season,competition,total_impact,total_impact_per_ball,total_bat_impact,bat_impact_per_ball,total_bowl_impact,bowl_impact_per_ball,runs_for,balls_faced,boundaries,dots_against,sixes,non_boundary_balls_faced,non_boundary_runs_gained,wickets_lost,wickets_taken,runs_against,balls_bowled,boundaries_against,dots_bowled,bowl_economy,bowl_average,strike_rate,average,balls_total,boundary_perc_against,boundary_percentage,six_percentage,dots_bowled_percentage,dots_batted_percentage,non_boundary_strike_rate,team_abbr,logo_url,primary_color,comp_logo,headshot_image_url,headshot_primary_image_url,headshot_secondary_image_url
Abul Hasan,373439,Bangladesh,2012,ICC Men's T20 World Cup,-5.995,-0.333,0,0,-5.995,-0.333,NA,0,NA,NA,NA,NA,NA,NA,2,34,18,6,6,11.333,17,NA,NA,18,0.333,NA,NA,0.333,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/302900/302969.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/302900/302969.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/302900/302969.jpg
Adam Gilchrist,5390,Australia,2007,ICC Men's T20 World Cup,7.207,0.065,7.207,0.065,0,0,169,111,24,36,7,95,59,5,NA,NA,0,NA,NA,NA,NA,1.523,33.8,111,NA,0.216,0.063,NA,0.324,0.621,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321545.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321545.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Adam Milne,450860,New Zealand,2012,ICC Men's T20 World Cup,-6.137,-1.023,0,0,-6.137,-1.023,NA,0,NA,NA,NA,NA,NA,NA,0,12,6,1,0,12,Inf,NA,NA,6,0.167,NA,NA,0,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316689.png,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316689.png,https://www.espncricinfo.com/db/PICTURES/CMS/303700/303779.png
Adam Milne,450860,New Zealand,2015,ICC Men's T20 World Cup,1.694,0.024,-3.079,-1.54,4.773,0.068,2,2,0,1,0,2,2,NA,3,84,70,11,25,7.2,28,1,NA,72,0.157,0,0,0.357,0.5,1,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316689.png,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316689.png,https://www.espncricinfo.com/db/PICTURES/CMS/303700/303779.png
Adam Milne,450860,New Zealand,2021,ICC Men's T20 World Cup,4.209,0.029,0,0,4.209,0.029,NA,0,NA,NA,NA,NA,NA,NA,3,175,147,23,59,7.143,58.333,NA,NA,147,0.156,NA,NA,0.401,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316689.png,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316689.png,https://www.espncricinfo.com/db/PICTURES/CMS/303700/303779.png
Adam Zampa,379504,Australia,2015,ICC Men's T20 World Cup,24.902,0.372,0.735,0.735,24.167,0.366,2,1,0,0,0,1,2,NA,5,71,66,6,22,6.455,14.2,2,NA,67,0.091,0,0,0.333,0,2,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321549.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321549.png,https://www.espncricinfo.com/db/PICTURES/CMS/263500/263543.1.jpg
Adam Zampa,379504,Australia,2021,ICC Men's T20 World Cup,78.736,0.466,-7.201,-1.8,85.937,0.521,1,4,0,3,0,4,1,1,13,163,165,12,65,5.927,12.538,0.25,1,169,0.073,0,0,0.394,0.75,0.25,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321549.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321549.png,https://www.espncricinfo.com/db/PICTURES/CMS/263500/263543.1.jpg
Adam Zampa,379504,Australia,2022,ICC Men's T20 World Cup,14.461,0.19,-5.007,-1.669,19.468,0.267,1,3,0,2,0,3,1,1,6,80,73,6,24,6.575,13.333,0.333,1,76,0.082,0,0,0.329,0.667,0.333,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321549.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321549.png,https://www.espncricinfo.com/db/PICTURES/CMS/263500/263543.1.jpg
Adam Zampa,379504,Australia,2024,ICC Men's T20 World Cup,51.155,0.426,0,0,51.155,0.426,NA,0,NA,NA,NA,NA,NA,NA,11,123,120,11,53,6.15,11.182,NA,NA,120,0.092,NA,NA,0.442,NA,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321549.png,https://www.espncricinfo.com/db/PICTURES/CMS/321500/321549.png,https://www.espncricinfo.com/db/PICTURES/CMS/263500/263543.1.jpg
Adil Rashid,244497,England,2009,ICC Men's T20 World Cup,-11.787,-0.124,-14.106,-0.83,2.319,0.03,9,17,0,10,0,19,9,NA,3,96,78,9,25,7.385,32,0.529,NA,95,0.115,0,0,0.321,0.588,0.474,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/8/89/2024_ICC_Men%27s_T20_World_Cup_logo.svg,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319741.png,https://www.espncricinfo.com/db/PICTURES/CMS/319700/319741.png,https://www.espncricinfo.com/db/PICTURES/CMS/289600/289662.1.jpg
