player,cricinfo_id,team,season,competition,total_impact,total_impact_per_ball,total_bat_impact,bat_impact_per_ball,total_bowl_impact,bowl_impact_per_ball,runs_for,balls_faced,boundaries,dots_against,sixes,non_boundary_balls_faced,non_boundary_runs_gained,wickets_lost,wickets_taken,runs_against,balls_bowled,boundaries_against,dots_bowled,bowl_economy,bowl_average,strike_rate,average,balls_total,boundary_perc_against,boundary_percentage,six_percentage,dots_bowled_percentage,dots_batted_percentage,non_boundary_strike_rate,team_abbr,logo_url,primary_color,comp_logo,comp_colour_main,comp_colour_secondary,headshot_image_url,headshot_primary_image_url,headshot_secondary_image_url
Shadley van Schalkwyk,334621,Los Angeles Knight Riders,2024,Major League Cricket,-9.213,-0.329,-9.146,-0.572,-0.067,-0.006,12,16,1,8,0,15,8,NA,1,17,12,2,3,8.5,17,0.75,NA,28,0.167,0.062,0,0.25,0.5,0.533,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#573f82,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Shakib Al Hasan,56143,Los Angeles Knight Riders,2024,Major League Cricket,-33.515,-0.305,-1.845,-0.038,-31.67,-0.511,60,48,10,17,0,40,20,4,1,111,62,13,14,10.742,111,1.25,15,110,0.21,0.208,0,0.226,0.354,0.5,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#573f82,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/316500/316581.png,https://www.espncricinfo.com/db/PICTURES/CMS/316500/316581.png,https://www.espncricinfo.com/db/PICTURES/CMS/303100/303157.jpg
Shayan Jahangir,647771,MI New York,2023,Major League Cricket,-22.234,-0.162,-22.234,-0.162,0,0,164,137,22,57,5,120,66,7,NA,NA,0,NA,NA,NA,NA,1.197,23.429,137,NA,0.161,0.036,NA,0.416,0.55,MI NY,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361791.png,#005ea0,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Shayan Jahangir,647771,MI New York,2024,Major League Cricket,-28.011,-1.037,-28.011,-1.037,0,0,12,27,1,17,0,27,8,3,NA,NA,0,NA,NA,NA,NA,0.444,4,27,NA,0.037,0,NA,0.63,0.296,MI NY,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361791.png,#005ea0,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Shehan Jayasuriya,422965,Seattle Orcas,2023,Major League Cricket,-22.52,-0.149,-17.826,-0.134,-4.694,-0.261,146,133,18,49,3,122,68,4,1,30,18,3,4,10,30,1.098,36.5,151,0.167,0.135,0.023,0.222,0.368,0.557,SEA,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361793.png,#99da0b,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/322900/322949.png,https://www.espncricinfo.com/db/PICTURES/CMS/322900/322949.png,https://www.espncricinfo.com/db/PICTURES/CMS/305100/305177.jpg
Shehan Jayasuriya,422965,Seattle Orcas,2024,Major League Cricket,-23.355,-0.22,-23.355,-0.22,0,0,111,106,17,55,3,90,37,4,NA,NA,0,NA,NA,NA,NA,1.047,27.75,106,NA,0.16,0.028,NA,0.519,0.411,SEA,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361793.png,#99da0b,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/322900/322949.png,https://www.espncricinfo.com/db/PICTURES/CMS/322900/322949.png,https://www.espncricinfo.com/db/PICTURES/CMS/305100/305177.jpg
Sherfane Rutherford,914541,San Francisco Unicorns,2024,Major League Cricket,-4.129,-0.165,-4.129,-0.165,0,0,31,25,6,16,2,22,3,3,NA,NA,0,NA,NA,NA,NA,1.24,10.333,25,NA,0.24,0.08,NA,0.64,0.136,SF,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361792.png,#f5680a,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322173.png,https://www.espncricinfo.com/db/PICTURES/CMS/322100/322173.png,https://www.espncricinfo.com/db/PICTURES/CMS/309000/309087.png
Shimron Hetmyer,670025,Seattle Orcas,2023,Major League Cricket,-2.059,-0.043,-2.059,-0.043,0,0,59,48,5,16,3,45,33,1,NA,NA,0,NA,NA,NA,NA,1.229,59,48,NA,0.104,0.062,NA,0.333,0.733,SEA,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361793.png,#99da0b,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320116.png,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320116.png,https://www.espncricinfo.com/db/PICTURES/CMS/356800/356802.1.png
Shubham Ranjane,554701,Seattle Orcas,2023,Major League Cricket,4.275,0.104,4.275,0.104,0,0,62,41,10,10,0,32,22,3,NA,NA,0,NA,NA,NA,NA,1.512,20.667,41,NA,0.244,0,NA,0.244,0.688,SEA,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361793.png,#99da0b,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Shubham Ranjane,554701,Seattle Orcas,2024,Major League Cricket,-26.223,-0.268,-27.926,-0.307,1.704,0.243,89,91,7,32,3,87,55,3,0,6,7,0,2,5.143,Inf,0.978,29.667,98,0,0.077,0.033,0.286,0.352,0.632,SEA,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361793.png,#99da0b,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png,https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png
Slade van Staden,1070762,MI New York,2023,Major League Cricket,-9.348,-0.779,-9.348,-0.779,0,0,6,12,1,9,0,11,2,1,NA,NA,0,NA,NA,NA,NA,0.5,6,12,NA,0.083,0,NA,0.75,0.182,MI NY,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361791.png,#005ea0,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,NA,NA,NA
Spencer Johnson,1123718,Los Angeles Knight Riders,2023,Major League Cricket,-2.903,-0.04,-0.605,-0.121,-2.297,-0.034,5,5,0,1,0,5,5,NA,3,89,67,15,27,7.97,29.667,1,NA,72,0.224,0,0,0.403,0.2,1,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#573f82,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/374500/374591.1.png,https://www.espncricinfo.com/db/PICTURES/CMS/374500/374591.1.png,https://www.espncricinfo.com/db/PICTURES/CMS/374500/374591.1.png
Spencer Johnson,1123718,Los Angeles Knight Riders,2024,Major League Cricket,-22.749,-0.138,6.502,0.464,-29.252,-0.194,26,14,5,6,1,9,4,2,9,199,151,28,58,7.907,22.111,1.857,13,165,0.185,0.357,0.071,0.384,0.429,0.444,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#573f82,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/374500/374591.1.png,https://www.espncricinfo.com/db/PICTURES/CMS/374500/374591.1.png,https://www.espncricinfo.com/db/PICTURES/CMS/374500/374591.1.png
Steven Smith,267192,Washington Freedom,2024,Major League Cricket,27.805,0.177,27.805,0.177,0,0,221,157,27,53,12,141,89,4,NA,NA,0,NA,NA,NA,NA,1.408,55.25,157,NA,0.172,0.076,NA,0.338,0.631,WSH,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361795.png,#df1616,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316609.png,https://www.espncricinfo.com/db/PICTURES/CMS/316600/316609.png,https://www.espncricinfo.com/db/PICTURES/CMS/309500/309571.1.jpg
Steven Taylor,348133,MI New York,2023,Major League Cricket,-16.032,-0.139,-20.589,-0.556,4.557,0.058,30,37,2,18,1,39,20,3,1,93,78,8,23,7.154,93,0.811,10,115,0.103,0.054,0.027,0.295,0.486,0.513,MI NY,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361791.png,#005ea0,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/173000/173077.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/173000/173077.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/173000/173077.1.jpg
Steven Taylor,348133,MI New York,2024,Major League Cricket,-17.664,-0.52,-4.889,-0.306,-12.775,-0.71,18,16,2,7,0,15,10,2,0,33,18,5,6,11,Inf,1.125,9,34,0.278,0.125,0,0.333,0.438,0.667,MI NY,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361791.png,#005ea0,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/173000/173077.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/173000/173077.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/173000/173077.1.jpg
Sunil Narine,230558,Los Angeles Knight Riders,2023,Major League Cricket,35.485,0.214,-7.245,-0.177,42.73,0.342,53,41,5,14,5,41,23,4,4,128,125,8,41,6.144,32,1.293,13.25,166,0.064,0.122,0.122,0.328,0.341,0.561,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#573f82,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320119.png,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320119.png,https://www.espncricinfo.com/db/PICTURES/CMS/203300/203303.1.jpg
Sunil Narine,230558,Los Angeles Knight Riders,2024,Major League Cricket,26.455,0.149,-11.629,-0.415,38.084,0.256,27,28,4,15,1,25,9,6,6,150,149,13,61,6.04,25,0.964,4.5,177,0.087,0.143,0.036,0.409,0.536,0.36,LAKR,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361790.png,#573f82,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320119.png,https://www.espncricinfo.com/db/PICTURES/CMS/320100/320119.png,https://www.espncricinfo.com/db/PICTURES/CMS/203300/203303.1.jpg
Sunny Patel,290719,MI New York,2024,Major League Cricket,-16.117,-1.24,0,0,-16.117,-1.24,NA,0,NA,NA,NA,NA,NA,NA,0,28,13,4,3,12.923,Inf,NA,NA,13,0.308,NA,NA,0.231,NA,NA,MI NY,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361791.png,#005ea0,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,NA,NA,NA
Tajinder Singh,1079860,San Francisco Unicorns,2023,Major League Cricket,-11.649,-0.555,-11.649,-0.555,0,0,22,21,3,8,0,18,10,4,NA,NA,0,NA,NA,NA,NA,1.048,5.5,21,NA,0.143,0,NA,0.381,0.556,SF,https://www.espncricinfo.com/db/PICTURES/CMS/361700/361792.png,#f5680a,https://upload.wikimedia.org/wikipedia/commons/4/43/Major_League_Cricket_logo.svg,#000B5B,#EA0048,https://www.espncricinfo.com/db/PICTURES/CMS/269900/269996.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/269900/269996.1.jpg,https://www.espncricinfo.com/db/PICTURES/CMS/269900/269996.1.jpg
